user_id,total_sessions,first_session,last_session,total_trips_booked,total_trips_canceled,total_flights_booked,avg_seats,avg_checked_bags,total_domestic_flights,total_international_flights,net_flight_spend_usd,avg_flight_spend_usd,total_flights_discounted,avg_flight_discount_used,total_hotels_booked,avg_nights,avg_rooms,net_hotel_spend_usd,avg_hotel_spend_usd,total_hotels_discounted,avg_hotel_discount_used,total_staycations,birthdate,gender,is_married,has_children,home_country,home_city,home_airport,sign_up_date,age,lifetime,trips_per_session,cancellation_ratio,pct_flights_per_trip,pct_domestic_flights,pct_international_flights,pct_discounted_flights,pct_hotels_per_trip,pct_discounted_hotels,pct_staycations,ltv_usd,recency_days,lifespan_days,frequency_trips_per_day,monetary_per_day,R_score,F_score,M_score,RFM_segment_label,trips_per_session_cat,pct_flights_per_trip_cat,pct_hotels_per_trip_cat,pct_domestic_flights_cat,pct_international_flights_cat,pct_discounted_flights_cat,pct_discounted_hotels_cat,avg_flight_discount_used_cat,avg_hotel_discount_used_cat,avg_nights_cat,avg_rooms_cat,avg_seats_cat,avg_checked_bags_cat,persona
632749,8,2023-03-03 20:55:00,2023-07-14 05:28:37.000000,2,0,2,1.0,0.5,2,0,1181.422,590.711,1,0.05,2,2.0,1.0,803.2,401.6,1,0.125,0,1996-09-09,F,True,True,usa,detroit,DET,2023-03-03,26,0,0.25,0.0,1.0,1.0,0.0,0.5,1.0,0.5,0.0,1984.622,14,132,0.015151515151515152,15.035015151515152,5,3,3,Potential,Mid-low,High,High,High,High,High,High,Low,Mid-high,Low,Mid-high,Mid-high,Mid-high,Riley – Potential – Aspiring globetrotter
632866,8,2023-03-03 15:37:00,2023-05-31 19:29:04.000000,0,0,0,,,0,0,0.0,,0,0.25,0,,,0.0,,0,,0,1976-03-23,F,True,False,usa,austin,AUS,2023-03-03,47,0,0.0,,,,,,,,,0.0,58,89,0.0,0.0,2,5,5,At Risk,Low,,,,,,,High,,,,,,Susan – At Risk – Seasoned bargain hunter
632965,7,2023-03-03 16:31:00,2023-07-18 21:52:04.000000,5,0,4,1.0,0.25,4,0,836.97,209.2425,0,0.15,5,7.2,1.2,7457.0,1248.4,0,0.05,0,1979-03-03,F,False,False,usa,indianapolis,IND,2023-03-03,44,0,0.7142857142857143,0.0,0.8,1.0,0.0,0.0,1.0,0.0,0.0,8293.97,9,137,0.0364963503649635,60.53992700729926,5,1,1,Potential,High,Mid-low,High,High,High,Mid-high,Mid-high,Mid-high,Low,High,Mid-high,Mid-high,Mid-low,Riley – Potential – Aspiring globetrotter
632988,8,2023-03-03 10:58:00,2023-07-16 19:30:37.000000,3,0,3,1.0,0.3333333333333333,3,0,704.95,234.98333333333332,0,0.15,3,4.0,1.0,1884.0,628.0,1,0.2,0,1975-12-27,F,True,True,usa,phoenix,PHX,2023-03-03,47,0,0.375,0.0,1.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,2588.95,12,135,0.022222222222222223,19.177407407407404,5,2,2,Potential,Mid-high,High,High,High,High,Mid-high,High,Mid-high,High,Mid-high,Mid-high,Mid-high,Mid-low,Jordan – Potential – Domestic deal seeker
633183,8,2023-03-03 19:04:00,2023-07-09 17:08:29.000000,3,0,3,1.0,0.6666666666666666,3,0,964.6935,321.5645,2,0.175,2,2.0,1.0,1321.5,660.75,1,0.16,0,1984-03-02,F,False,False,usa,new york,LGA,2023-03-03,39,0,0.375,0.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.5,0.0,2286.1935,19,127,0.023622047244094488,18.001523622047245,4,2,3,Potential,Mid-high,High,Low,High,High,High,High,High,High,Low,Mid-high,Mid-high,Mid-high,Jordan – Potential – Domestic deal seeker
633195,8,2023-03-03 11:39:00,2023-05-11 14:34:54.000000,2,0,2,1.0,1.0,2,0,741.65,370.825,0,0.1,1,1.0,1.0,316.0,316.0,0,,0,1992-10-03,F,False,False,canada,winnipeg,YAV,2023-03-03,30,0,0.25,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1057.65,78,69,0.028985507246376812,15.328260869565218,1,1,3,Lost,Mid-low,High,Low,High,High,Mid-high,Mid-high,Mid-low,,Low,Mid-high,Mid-high,High,Chris – Lost – Occasional explorer who drifted away
633235,8,2023-03-03 03:24:00,2023-07-16 13:03:23.000000,1,0,0,,,0,0,0.0,,0,,1,4.0,1.0,392.0,392.0,0,,0,1998-04-01,F,False,True,canada,calgary,YYC,2023-03-03,25,0,0.125,0.0,0.0,,,,1.0,0.0,0.0,392.0,12,135,0.007407407407407408,2.903703703703704,5,4,5,Champions,Low,Low,High,,,,Mid-high,,,Mid-high,Mid-high,,,Alex – Champion – Young global explorer
633314,8,2023-03-03 18:06:00,2023-06-06 20:41:29.000000,2,0,2,1.0,0.5,2,0,620.74,310.37,0,,2,2.0,1.0,997.75,498.875,1,0.15,0,2000-04-24,F,True,True,canada,hamilton,YHM,2023-03-03,23,0,0.25,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1618.49,51,95,0.021052631578947368,17.036736842105263,2,2,3,Lost,Mid-low,High,High,High,High,Mid-high,High,,High,Low,Mid-high,Mid-high,Mid-high,Chris – Lost – Occasional explorer who drifted away
633406,8,2023-03-03 16:40:00,2023-06-12 18:27:38.000000,2,0,1,1.0,0.0,1,0,7.839,7.839,1,0.18,1,8.0,1.0,512.0,512.0,0,,0,2001-05-28,F,False,False,usa,dallas,DAL,2023-03-03,22,0,0.25,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.0,519.839,46,101,0.019801980198019802,5.146920792079208,2,2,5,At Risk,Mid-low,Low,Low,High,High,High,Mid-high,High,,High,Mid-high,Mid-high,Low,Susan – At Risk – Seasoned bargain hunter
633725,8,2023-03-03 11:29:00,2023-06-30 11:08:43.000000,7,1,7,1.0,0.8571428571428571,7,0,814.372,118.99314285714286,1,0.1,7,1.5714285714285714,1.0,1674.6,253.5142857142857,2,0.075,0,1976-03-17,F,True,False,canada,hamilton,YHM,2023-03-03,47,0,0.875,0.14285714285714285,1.0,1.0,0.0,0.14285714285714285,1.0,0.2857142857142857,0.0,2488.9719999999998,28,118,0.05084745762711865,21.092983050847455,3,1,2,Potential,High,High,High,High,High,Mid-high,High,Mid-low,Mid-low,Low,Mid-high,Mid-high,Mid-high,Riley – Potential – Aspiring globetrotter
633972,8,2023-03-03 17:38:00,2023-07-18 22:33:24.000000,0,0,0,,,0,0,0.0,,0,0.125,0,,,0.0,,0,0.2,0,1952-05-14,F,True,False,usa,richmond,RIC,2023-03-03,71,0,0.0,,,,,,,,,0.0,9,137,0.0,0.0,5,5,5,Champions,Low,,,,,,,Mid-high,High,,,,,Alex – Champion – Young global explorer
634130,7,2023-03-03 10:14:00,2023-05-10 20:25:16.000000,3,0,1,1.0,2.0,1,0,372.64,372.64,0,,3,4.666666666666667,1.3333333333333333,5343.0,999.6666666666666,0,0.15,0,1973-12-27,F,True,False,usa,new york,JFK,2023-03-03,49,0,0.42857142857142855,0.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,5715.64,78,68,0.04411764705882353,84.05352941176471,1,1,1,Lost,High,Low,High,High,High,Mid-high,Mid-high,,High,Mid-high,High,Mid-high,High,Chris – Lost – Occasional explorer who drifted away
634601,9,2023-03-04 19:53:00,2023-07-07 18:13:43.000000,0,0,0,,,0,0,0.0,,0,0.15,0,,,0.0,,0,0.2,0,2003-12-08,M,False,False,canada,edmonton,YEG,2023-03-04,19,0,0.0,,,,,,,,,0.0,21,124,0.0,0.0,4,5,5,Champions,Low,,,,,,,Mid-high,High,,,,,Alex – Champion – Young global explorer
634739,8,2023-03-04 08:39:00,2023-06-12 16:08:03.000000,0,0,0,,,0,0,0.0,,0,0.1,0,,,0.0,,0,0.125,0,2004-08-24,F,False,True,usa,minneapolis,MSP,2023-03-04,18,0,0.0,,,,,,,,,0.0,46,100,0.0,0.0,2,5,5,At Risk,Low,,,,,,,Mid-low,Mid-high,,,,,Susan – At Risk – Seasoned bargain hunter
634795,8,2023-03-04 21:08:00,2023-07-04 21:58:25.000000,2,0,1,1.0,0.0,1,0,162.944,162.944,1,0.15,2,3.0,1.0,465.0,232.5,0,0.1,0,1978-09-11,F,True,True,usa,houston,HOU,2023-03-04,44,0,0.25,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,627.944,23,122,0.01639344262295082,5.147081967213114,4,3,5,Loyal,Mid-low,Low,High,High,High,High,Mid-high,Mid-high,Mid-high,Mid-low,Mid-high,Mid-high,Low,Taylor – Loyal – Practical frequent flyer
634824,8,2023-03-04 06:36:00,2023-06-22 15:17:14.000000,2,0,2,1.0,0.5,2,0,235.16,117.58,0,0.275,2,1.5,1.0,269.0,134.5,0,0.125,0,1986-01-17,F,True,False,usa,new york,LGA,2023-03-04,37,0,0.25,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,504.15999999999997,36,110,0.01818181818181818,4.583272727272727,3,3,5,Loyal,Mid-low,High,High,High,High,Mid-high,Mid-high,High,Mid-high,Low,Mid-high,Mid-high,Mid-high,Taylor – Loyal – Practical frequent flyer
635249,8,2023-03-04 08:42:00,2023-06-19 19:24:15.000000,3,0,3,1.3333333333333333,1.0,3,0,1433.2,477.73333333333335,0,0.05,2,2.0,1.0,371.0,185.5,0,,0,1966-09-28,F,False,False,usa,memphis,MEM,2023-03-04,56,0,0.375,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,1804.2,39,107,0.028037383177570093,16.861682242990653,3,1,3,Potential,Mid-high,High,Low,High,High,Mid-high,Mid-high,Low,,Low,Mid-high,High,High,Riley – Potential – Aspiring globetrotter
635300,7,2023-03-16 20:49:00,2023-07-12 21:53:08.000000,5,0,4,1.0,0.5,4,0,1179.889,294.97225,1,0.15,4,3.25,1.25,3044.1,491.525,2,0.1125,0,1978-11-09,F,True,False,usa,chicago,ORD,2023-03-04,44,0,0.7142857142857143,0.0,0.8,1.0,0.0,0.25,0.8,0.5,0.0,4223.989,15,118,0.0423728813559322,35.79651694915254,5,1,1,Potential,High,Mid-low,Mid-low,High,High,High,High,Mid-high,Mid-high,Mid-low,Mid-high,Mid-high,Mid-high,Jordan – Potential – Domestic deal seeker
635303,7,2023-03-04 05:07:00,2023-06-18 21:24:21.000000,3,0,3,2.0,1.3333333333333333,3,0,3362.92,1120.9733333333334,0,0.1,2,3.0,2.0,5484.0,1152.0,0,,0,1980-10-24,F,False,True,usa,los angeles,LAX,2023-03-04,42,0,0.42857142857142855,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,8846.92,39,106,0.02830188679245283,83.46150943396226,3,1,1,Potential,High,High,Low,High,High,Mid-high,Mid-high,Mid-low,,Mid-low,High,High,High,Riley – Potential – Aspiring globetrotter
635375,8,2023-03-04 22:43:00,2023-06-21 11:27:19.000000,1,0,0,,,0,0,0.0,,0,0.2,1,21.0,1.0,1932.0,1932.0,0,0.1,0,2006-11-11,F,False,False,usa,fayetteville,FYV,2023-03-04,16,0,0.125,0.0,0.0,,,,1.0,0.0,0.0,1932.0,37,108,0.009259259259259259,17.88888888888889,3,4,3,Potential,Low,Low,High,,,,Mid-high,High,Mid-high,High,Mid-high,,,Riley – Potential – Aspiring globetrotter
635442,9,2023-03-04 06:45:00,2023-07-09 14:57:08.000000,4,0,4,1.0,0.5,4,0,928.8835,232.220875,1,0.2,4,3.25,1.0,1450.0,362.5,2,0.075,0,1976-10-26,F,True,True,usa,chicago,MDW,2023-03-04,46,0,0.4444444444444444,0.0,1.0,1.0,0.0,0.25,1.0,0.5,0.0,2378.8835,19,127,0.031496062992125984,18.731366141732284,4,1,2,Potential,High,High,High,High,High,High,High,High,Mid-low,Mid-low,Mid-high,Mid-high,Mid-high,Riley – Potential – Aspiring globetrotter
635576,9,2023-03-04 21:30:00,2023-07-15 19:36:07.000000,4,0,4,1.25,0.25,4,0,2167.47,541.8675,0,0.1,3,1.3333333333333333,1.3333333333333333,777.0,175.33333333333334,0,0.1,0,1984-06-24,F,True,False,canada,toronto,YKZ,2023-03-04,39,0,0.4444444444444444,0.0,1.0,1.0,0.0,0.0,0.75,0.0,0.0,2944.47,13,132,0.030303030303030304,22.306590909090907,5,1,2,Potential,High,High,Low,High,High,Mid-high,Mid-high,Mid-low,Mid-high,Low,High,Mid-high,Mid-low,Jordan – Potential – Domestic deal seeker
635587,8,2023-03-04 08:04:00,2023-06-26 09:27:55.000000,2,0,2,1.0,0.0,2,0,772.87,386.435,1,0.1,2,3.0,1.0,590.0,295.0,0,,0,1972-08-06,F,False,False,canada,edmonton,YXD,2023-03-04,51,0,0.25,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,1362.87,32,114,0.017543859649122806,11.954999999999998,3,3,3,Potential,Mid-low,High,High,High,High,High,Mid-high,Mid-low,,Mid-low,Mid-high,Mid-high,Low,Riley – Potential – Aspiring globetrotter
635666,8,2023-03-04 19:51:00,2023-06-28 18:55:51.000000,1,1,1,1.0,0.0,0,1,-317.2905,1797.9795,1,0.18333333333333332,1,11.0,1.0,0.0,3157.0,0,,0,1997-08-27,F,False,False,usa,san jose,SJC,2023-03-04,25,0,0.125,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,-317.2905,30,115,0.0,-2.7590478260869564,3,5,5,Loyal,Low,High,High,Low,High,High,Mid-high,High,,High,Mid-high,Mid-high,Low,Taylor – Loyal – Practical frequent flyer
635790,8,2023-03-04 16:01:00,2023-07-20 15:30:29.000000,4,0,4,1.0,0.75,4,0,2072.801,518.20025,1,0.075,2,1.5,1.0,522.0,261.0,0,,0,1975-09-17,F,False,False,usa,boston,BOS,2023-03-04,47,0,0.5,0.0,1.0,1.0,0.0,0.25,0.5,0.0,0.0,2594.801,8,137,0.029197080291970802,18.94015328467153,5,1,2,Potential,High,High,Low,High,High,High,Mid-high,Low,,Low,Mid-high,Mid-high,Mid-high,Riley – Potential – Aspiring globetrotter
635861,8,2023-03-04 18:06:00,2023-06-24 16:32:14.000000,1,0,1,1.0,0.0,1,0,735.03,735.03,0,0.1,1,2.0,1.0,358.0,358.0,0,,0,2006-03-02,F,False,False,usa,new york,LGA,2023-03-04,17,0,0.125,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1093.03,34,111,0.009009009009009009,9.847117117117117,3,4,4,Loyal,Low,High,High,High,High,Mid-high,Mid-high,Mid-low,,Low,Mid-high,Mid-high,Low,Taylor – Loyal – Practical frequent flyer
635949,6,2023-03-04 19:31:00,2023-07-04 11:36:27.000000,2,0,1,1.0,1.0,1,0,435.28,435.28,0,0.25,2,4.0,1.0,1544.0,772.0,0,0.1,0,1981-08-17,F,False,True,usa,chicago,UGN,2023-03-04,41,0,0.3333333333333333,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1979.28,24,121,0.01652892561983471,16.357685950413224,4,3,3,Potential,Mid-high,Low,High,High,High,Mid-high,Mid-high,High,Mid-high,Mid-high,Mid-high,Mid-high,High,Jordan – Potential – Domestic deal seeker
636078,6,2023-03-04 18:16:00,2023-05-31 20:23:44.000000,1,0,1,1.0,1.0,1,0,222.2835,222.2835,1,0.1,1,1.0,1.0,142.0,142.0,0,,0,1969-01-28,F,True,False,usa,san francisco,SFO,2023-03-04,54,0,0.16666666666666666,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,364.2835,57,88,0.011363636363636364,4.139585227272727,2,4,5,At Risk,Mid-low,High,High,High,High,High,Mid-high,Mid-low,,Low,Mid-high,Mid-high,High,Susan – At Risk – Seasoned bargain hunter
636102,7,2023-03-04 15:23:00,2023-07-08 10:11:24.000000,4,0,4,1.25,0.5,4,0,2235.8575,558.964375,1,0.2,3,2.0,1.0,1121.8,373.93333333333334,1,0.15,0,1976-06-08,F,False,False,usa,new york,LGA,2023-03-04,47,0,0.5714285714285714,0.0,1.0,1.0,0.0,0.25,0.75,0.3333333333333333,0.0,3357.6575000000003,20,125,0.032,26.86126,4,1,2,Potential,High,High,Low,High,High,High,High,High,High,Mid-low,Mid-high,Mid-high,Mid-high,Jordan – Potential – Domestic deal seeker
636251,8,2023-03-04 17:03:00,2023-05-25 17:50:22.000000,1,0,0,,,0,0,0.0,,0,0.05,1,5.0,2.0,1890.0,945.0,0,,0,1956-01-16,F,True,False,usa,louisville,LOU,2023-03-04,67,0,0.125,0.0,0.0,,,,1.0,0.0,0.0,1890.0,64,82,0.012195121951219513,23.048780487804876,2,4,2,At Risk,Low,Low,High,,,,Mid-high,Low,,High,High,,,Susan – At Risk – Seasoned bargain hunter
636520,8,2023-03-04 20:31:00,2023-07-15 06:27:43.000000,1,0,1,2.0,1.0,1,0,1190.3595,1190.3595,1,0.05,1,6.0,2.0,4140.0,2070.0,0,,0,1972-12-21,F,False,False,usa,rochester,ROC,2023-03-04,50,0,0.125,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5330.3595000000005,13,132,0.007575757575757576,40.38151136363637,5,4,1,Potential,Low,High,High,High,High,High,Mid-high,Low,,High,High,High,High,Riley – Potential – Aspiring globetrotter
636524,9,2023-03-04 22:07:00,2023-07-16 09:46:39.000000,4,0,3,1.0,1.0,3,0,1087.87,362.62333333333333,0,,3,3.6666666666666665,1.3333333333333333,1838.2,487.4,1,0.075,0,1977-09-18,F,False,False,usa,el paso,BIF,2023-03-04,45,0,0.4444444444444444,0.0,0.75,1.0,0.0,0.0,0.75,0.3333333333333333,0.0,2926.0699999999997,12,133,0.03007518796992481,22.00052631578947,5,1,2,Potential,High,Mid-low,Low,High,High,Mid-high,High,,Mid-low,Mid-high,High,Mid-high,High,Riley – Potential – Aspiring globetrotter
636526,8,2023-03-04 19:27:00,2023-07-17 14:24:38.000000,1,0,1,1.0,1.0,1,0,622.665,622.665,1,0.125,1,1.0,1.0,273.6,273.6,1,0.075,0,1985-08-17,M,True,True,usa,new york,LGA,2023-03-04,37,0,0.125,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,896.265,11,134,0.007462686567164179,6.688544776119403,5,4,4,Champions,Low,High,High,High,High,High,High,Mid-high,Mid-low,Low,Mid-high,Mid-high,High,Alex – Champion – Young global explorer
636739,8,2023-03-04 20:29:00,2023-06-26 12:40:37.000000,1,0,1,1.0,1.0,1,0,112.74,112.74,0,0.35,1,1.0,1.0,419.0,419.0,0,0.1,0,1988-10-09,F,False,True,usa,akron,AKR,2023-03-04,34,0,0.125,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,531.74,32,113,0.008849557522123894,4.7056637168141595,3,4,5,Loyal,Low,High,High,High,High,Mid-high,Mid-high,High,Mid-high,Low,Mid-high,Mid-high,High,Taylor – Loyal – Practical frequent flyer
636873,8,2023-03-04 16:09:00,2023-07-09 21:19:47.000000,5,0,5,1.2,0.8,5,0,1647.66,329.532,0,0.275,5,4.0,1.2,2715.4,489.48,1,0.05,0,1980-09-03,F,False,False,usa,chicago,ORD,2023-03-04,42,0,0.625,0.0,1.0,1.0,0.0,0.0,1.0,0.2,0.0,4363.06,18,127,0.03937007874015748,34.354803149606305,4,1,1,Potential,High,High,High,High,High,Mid-high,Mid-high,High,Low,Mid-high,Mid-high,Mid-high,Mid-high,Riley – Potential – Aspiring globetrotter
636874,7,2023-03-04 22:15:00,2023-07-04 14:47:49.000000,2,0,2,1.0,0.0,2,0,889.156,444.578,1,0.1,2,4.5,1.0,1284.0,642.0,0,,0,1975-06-23,F,False,False,usa,reno,RNO,2023-03-04,48,0,0.2857142857142857,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,2173.156,24,121,0.01652892561983471,17.95996694214876,4,3,3,Potential,Mid-high,High,High,High,High,High,Mid-high,Mid-low,,Mid-high,Mid-high,Mid-high,Low,Riley – Potential – Aspiring globetrotter
636966,7,2023-03-05 20:41:00,2023-05-25 12:50:01.000000,2,0,1,2.0,4.0,1,0,1407.92,1407.92,0,0.1,2,5.0,1.5,1282.0,527.5,0,,0,1987-10-25,F,False,False,usa,new york,JFK,2023-03-05,35,0,0.2857142857142857,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,2689.92,64,80,0.025,33.624,2,2,1,Lost,Mid-high,Low,High,High,High,Mid-high,Mid-high,Mid-low,,High,High,High,High,Chris – Lost – Occasional explorer who drifted away
637075,8,2023-03-05 11:46:00,2023-06-20 03:01:23.000000,1,0,1,1.0,1.0,1,0,343.07,343.07,0,0.1,1,3.0,1.0,579.0,579.0,0,,0,1959-11-26,F,True,False,usa,los angeles,LAX,2023-03-05,63,0,0.125,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,922.0699999999999,38,106,0.009433962264150943,8.698773584905659,3,4,4,Loyal,Low,High,High,High,High,Mid-high,Mid-high,Mid-low,,Mid-low,Mid-high,Mid-high,High,Taylor – Loyal – Practical frequent flyer
637086,9,2023-03-05 14:12:00,2023-07-10 12:53:21.000000,4,0,3,1.0,0.3333333333333333,3,0,1271.865,423.955,1,0.075,4,3.0,1.0,1955.0,488.75,0,0.15,0,1978-06-27,F,False,False,usa,phoenix,PHX,2023-03-05,45,0,0.4444444444444444,0.0,0.75,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,3226.865,18,126,0.031746031746031744,25.610039682539682,4,1,2,Potential,High,Mid-low,High,High,High,High,Mid-high,Low,High,Mid-low,Mid-high,Mid-high,Mid-low,Jordan – Potential – Domestic deal seeker
637421,8,2023-03-05 10:29:00,2023-07-09 10:51:03.000000,3,0,2,1.5,0.5,2,0,708.24,354.12,0,0.2,3,2.0,1.3333333333333333,1320.0,376.6666666666667,0,0.1,0,1993-06-26,F,True,True,usa,new york,LGA,2023-03-05,30,0,0.375,0.0,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,2028.24,19,126,0.023809523809523808,16.097142857142856,4,2,3,Potential,Mid-high,Mid-low,High,High,High,Mid-high,Mid-high,High,Mid-high,Mid-low,High,High,Mid-high,Jordan – Potential – Domestic deal seeker
637457,8,2023-03-05 22:52:00,2023-07-13 15:28:39.000000,2,0,2,1.5,0.0,2,0,918.92,459.46,0,0.1,2,2.0,1.5,595.0,244.0,0,,0,1983-11-26,F,False,False,usa,oakland,OAK,2023-03-05,39,0,0.25,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1513.92,15,129,0.015503875968992248,11.735813953488373,5,3,3,Potential,Mid-low,High,High,High,High,Mid-high,Mid-high,Mid-low,,Mid-low,High,High,Low,Riley – Potential – Aspiring globetrotter
637555,8,2023-03-05 20:32:00,2023-06-06 21:43:46.000000,0,0,0,,,0,0,0.0,,0,,0,,,0.0,,0,0.05,0,1966-04-21,M,True,False,usa,new york,JFK,2023-03-05,57,0,0.0,,,,,,,,,0.0,51,93,0.0,0.0,2,5,5,At Risk,Low,,,,,,,,Low,,,,,Susan – At Risk – Seasoned bargain hunter
637633,8,2023-03-05 13:30:00,2023-06-14 20:59:10.000000,3,0,2,1.0,0.5,2,0,942.67,471.335,0,0.3,2,2.5,1.0,463.0,231.5,0,0.05,0,1987-11-05,F,False,False,canada,toronto,YKZ,2023-03-05,35,0,0.375,0.0,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,1405.67,43,101,0.0297029702970297,13.917524752475249,2,1,3,Lost,Mid-high,Mid-low,Low,High,High,Mid-high,Mid-high,High,Low,Mid-low,Mid-high,Mid-high,Mid-high,Chris – Lost – Occasional explorer who drifted away
637687,7,2023-03-19 19:46:00,2023-06-30 17:11:55.000000,3,0,3,1.0,0.6666666666666666,3,0,1008.577,336.19233333333335,1,0.05,3,2.0,1.0,1168.0,389.3333333333333,0,,0,1984-07-27,F,True,False,usa,san antonio,SAT,2023-03-05,39,0,0.42857142857142855,0.0,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,2176.577,28,102,0.029411764705882353,21.338990196078434,3,1,2,Potential,High,High,High,High,High,High,Mid-high,Low,,Mid-low,Mid-high,Mid-high,Mid-high,Riley – Potential – Aspiring globetrotter
638140,8,2023-03-05 19:45:00,2023-05-10 19:18:33.000000,2,0,2,2.5,1.5,2,0,569.25,284.625,0,0.1,2,3.0,2.5,670.0,215.0,0,0.05,0,1985-05-21,F,False,True,usa,richmond,RIC,2023-03-05,38,0,0.25,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1239.25,79,65,0.03076923076923077,19.065384615384616,1,1,2,Lost,Mid-low,High,High,High,High,Mid-high,Mid-high,Mid-low,Low,Mid-low,High,High,High,Chris – Lost – Occasional explorer who drifted away
638162,8,2023-03-05 05:05:00,2023-06-17 19:20:16.000000,6,0,3,1.0,0.6666666666666666,3,0,606.912,202.304,1,0.11666666666666667,5,3.8,1.0,2875.0,575.0,0,,0,1991-03-28,F,False,False,usa,chicago,ORD,2023-03-05,32,0,0.75,0.0,0.5,1.0,0.0,0.3333333333333333,0.8333333333333334,0.0,0.0,3481.9120000000003,41,104,0.057692307692307696,33.47992307692308,2,1,1,Lost,High,Low,Mid-low,High,High,High,Mid-high,Mid-low,,Mid-high,Mid-high,Mid-high,Mid-high,Chris – Lost – Occasional explorer who drifted away
638237,9,2023-03-05 05:26:00,2023-06-05 21:35:57.000000,0,0,0,,,0,0,0.0,,0,,0,,,0.0,,0,,0,2000-10-09,F,False,True,canada,toronto,YZD,2023-03-05,22,0,0.0,,,,,,,,,0.0,52,92,0.0,0.0,2,5,5,At Risk,Low,,,,,,,,,,,,,Susan – At Risk – Seasoned bargain hunter
638565,8,2023-03-05 20:50:00,2023-07-19 19:53:53.000000,3,0,3,1.0,0.3333333333333333,3,0,496.38,165.46,0,0.125,2,4.0,1.0,471.0,235.5,0,0.125,0,1976-04-10,F,True,True,usa,chicago,MDW,2023-03-05,47,0,0.375,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,967.38,9,135,0.022222222222222223,7.165777777777778,5,2,4,Potential,Mid-high,High,Low,High,High,Mid-high,Mid-high,Mid-high,Mid-high,Mid-high,Mid-high,Mid-high,Mid-low,Jordan – Potential – Domestic deal seeker
638576,8,2023-03-05 15:31:00,2023-07-05 05:18:35.000000,3,0,3,1.0,0.6666666666666666,3,0,1707.706,569.2353333333333,1,0.18333333333333332,2,4.5,1.0,1317.0,658.5,0,0.075,0,1986-04-02,F,False,True,usa,phoenix,PHX,2023-03-05,37,0,0.375,0.0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,3024.706,23,121,0.024793388429752067,24.997570247933886,4,2,2,Potential,Mid-high,High,Low,High,High,High,Mid-high,High,Mid-low,Mid-high,Mid-high,Mid-high,Mid-high,Riley – Potential – Aspiring globetrotter
638580,8,2023-03-05 13:55:00,2023-07-20 19:32:18.000000,2,0,0,,,0,0,0.0,,0,,2,5.5,1.0,2017.0,1008.5,0,0.1,0,1981-03-11,F,False,False,canada,victoria,YYJ,2023-03-05,42,0,0.25,0.0,0.0,,,,1.0,0.0,0.0,2017.0,8,137,0.014598540145985401,14.722627737226277,5,3,3,Potential,Mid-low,Low,High,,,,Mid-high,,Mid-high,High,Mid-high,,,Riley – Potential – Aspiring globetrotter
638598,8,2023-03-05 12:25:00,2023-07-10 16:58:00.000000,1,0,1,1.0,1.0,1,0,413.52,413.52,0,,1,3.0,1.0,219.0,219.0,0,,0,2006-05-09,F,False,False,usa,dallas,DAL,2023-03-05,17,0,0.125,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,632.52,18,127,0.007874015748031496,4.980472440944882,4,4,5,Champions,Low,High,High,High,High,Mid-high,Mid-high,,,Mid-low,Mid-high,Mid-high,High,Alex – Champion – Young global explorer
